,Age,G,GS,MP,3PAr,FTr,AST%,STL%,BLK%,TOV%,USG%,WS/48,VORP,3P%,2P%,FTA,FT%,AST,STL,BLK,TOV,Popularity,C,PPG,Allstar
888,28,72,42,1667,0.306,0.229,22.1,1.3,0.4,12.9,20,0.063,-0.4,0.36,0.447,133,0.94,234,43,7,95,703,0,9.4,0
889,29,44,1,866,0.402,0.222,21.3,2,0.3,12.1,23.5,0.101,0.4,0.377,0.463,85,0.835,112,36,4,58,325,0,10.39,0
890,22,70,0,873,0.003,0.345,6,1.3,1.6,14.5,19.7,0.09,-0.3,0,0.483,101,0.564,34,23,20,57,353,0,4.84,0
891,27,30,30,998,0.257,0.191,47.7,2.1,0.2,20.7,21.3,0.054,0.5,0.289,0.442,67,0.627,294,40,2,99,582,0,11.67,0
892,25,10,10,311,0.287,0.195,26.2,0.9,0.2,16,31.5,-0.036,-0.2,0.34,0.359,32,0.844,43,5,1,34,508,0,15.9,0
893,22,81,62,2159,0.543,0.13,6.1,1.5,1,10,18.6,0.094,1,0.395,0.458,98,0.837,79,64,27,88,321,0,10.85,0
894,23,82,82,2638,0.199,0.422,37.8,3.6,0.3,21.8,16.4,0.107,2.3,0.331,0.393,283,0.802,704,191,11,221,1427,0,9.52,0
895,28,38,0,418,0.522,0.056,8.5,0.6,1.7,17.8,12.3,-0.05,-0.4,0.34,0.326,5,0.6,24,5,9,20,282,0,2.08,0
900,25,23,20,584,0.006,0.34,5.3,1.6,5.6,12.3,16.4,0.057,0,0,0.472,55,0.473,19,18,40,26,124,1,7.74,0
901,20,49,0,641,0.223,0.229,22,1.3,0,22.8,19,-0.054,-1,0.238,0.425,43,0.674,93,17,0,61,81,0,3.73,0
902,33,82,2,1399,0.013,0.243,10.4,1,0.9,14.8,23.8,0.084,-0.6,0.143,0.474,136,0.728,81,26,16,108,562,0,7.63,0
903,25,80,6,1482,0.318,0.21,8.9,1,0.4,10.3,23.5,0.084,-0.4,0.31,0.558,132,0.78,75,30,7,79,1317,0,9.59,0
904,29,61,61,1584,0.447,0.203,8.3,2.5,0.9,12.9,11.9,0.092,1.1,0.316,0.495,69,0.768,94,79,17,55,251,0,6.28,0
909,29,3,0,11,0.333,0.667,45.1,0,0,34,23.7,-0.347,-0.1,0,0,2,0.5,4,0,0,2,437,0,0.33,0
913,23,74,58,1962,0.471,0.147,9.8,2.5,0.6,13.3,14.1,0.048,0.9,0.333,0.418,71,0.746,129,92,13,79,428,0,6.69,0
914,25,63,0,664,0.43,0.38,14.9,1.9,1.8,14.8,20.8,0.017,-0.2,0.294,0.341,90,0.756,68,26,16,48,367,0,3.97,0
918,25,82,36,2337,0.409,0.306,4.7,1.3,1.3,10.4,14,0.09,1.1,0.382,0.492,184,0.826,75,61,38,79,222,0,9.56,0
919,24,25,0,250,0.284,0.373,3.5,1.9,1,17.9,17.2,0.033,-0.2,0.368,0.375,25,0.72,6,9,3,17,277,0,3,0
920,23,24,0,224,0.439,0.263,21,2,0.4,22.1,15.6,-0.032,-0.3,0.28,0.344,15,0.733,34,9,1,18,77,0,2.25,0
921,26,48,1,392,0.359,0.171,20.1,1.3,0.2,14.9,17.2,0.039,-0.3,0.238,0.453,20,0.6,50,10,1,22,509,0,2.29,0
923,25,70,1,1006,0.082,0.139,26,2.4,1,17.9,15.9,0.048,-0.1,0.043,0.457,39,0.564,179,49,13,65,202,0,3.73,0
924,28,74,37,2421,0.503,0.145,15.1,1.4,0.7,9.6,21.6,0.073,1.3,0.394,0.436,138,0.652,219,65,20,108,333,0,14.47,0
926,28,77,76,2730,0.215,0.244,15,1.9,3.2,12.7,24.5,0.02,0.9,0.264,0.462,301,0.532,252,105,110,199,273,0,16.42,0
927,22,77,12,1231,0.53,0.122,9.1,1.3,0.9,11.1,14.9,0.063,-0.3,0.32,0.456,41,0.756,68,29,15,44,258,0,4.49,0
928,26,79,3,982,0.07,0.303,5.3,0.5,2.6,11.6,25.4,0.103,-0.8,0.258,0.455,134,0.821,32,10,34,66,220,1,6.43,0
929,29,59,50,1271,0.009,0.5,10.1,1.2,1.8,15.1,17.7,0.163,1.3,0,0.528,173,0.699,90,29,31,75,335,1,8.19,0
930,23,78,78,2752,0.28,0.226,22.1,1,0.2,18,19.4,0.13,3,0.352,0.545,197,0.711,359,54,7,210,468,0,13.85,0
931,28,55,20,1007,0.008,0.262,5,1.8,4.7,24.4,8.1,0.072,0.7,0,0.579,32,0.594,36,35,57,44,495,1,2.89,0
932,25,21,0,120,0.471,0.176,14.5,1.3,0,21.4,8.8,0.061,0,0.25,0.556,3,0.667,12,3,0,5,694,0,0.86,0
933,27,73,5,1950,0.103,0.342,12.7,1.4,0.4,11.3,24.3,0.053,-1,0.273,0.455,292,0.836,152,54,10,125,739,0,13.86,0
934,21,74,44,2041,0.231,0.226,10.1,0.9,1.8,10.7,24.1,0.091,0.9,0.269,0.475,203,0.778,118,35,49,119,316,0,13.27,0
935,24,26,8,629,0.307,0.216,5.7,1.1,0.6,9.5,19.4,-0.019,-0.5,0.269,0.424,47,0.553,22,13,5,25,1177,0,8,0
936,23,23,3,270,0.132,0.33,21.4,2.3,0.3,22.9,23.5,-0.098,-0.5,0.25,0.354,30,0.8,36,12,1,31,694,0,3.87,0
937,25,79,79,2542,0.216,0.362,35.1,1.8,0.5,16.1,25.7,0.098,0.6,0.329,0.469,376,0.846,528,89,17,232,236,0,16.51,1
941,28,72,7,1396,0.66,0.117,7.1,1.1,1.4,8.8,20.5,0.094,0.5,0.39,0.472,62,0.71,57,29,23,54,702,0,8.64,0
942,27,75,0,638,0.206,0.305,15.8,2.8,1.4,20.8,14.3,0.025,-0.3,0.207,0.402,43,0.698,72,35,11,42,450,0,1.84,0
943,36,35,0,570,0.678,0.099,15.3,1.2,0,14.5,15.3,0.016,-0.3,0.379,0.327,15,0.667,56,13,0,27,111,0,4.54,0
944,24,72,54,2497,0.332,0.371,32.2,1.9,0.3,14.3,26.3,0.149,3.1,0.349,0.504,407,0.85,454,93,8,213,467,0,20.35,0
949,22,77,41,1742,0.449,0.196,6.1,1.5,0.5,12.9,11.3,0.055,-0.4,0.401,0.507,73,0.712,73,53,12,60,751,0,5.99,0
951,23,81,81,2868,0.425,0.147,10.2,1.3,1,9.2,22.6,0.112,1.9,0.417,0.464,185,0.795,181,74,37,135,169,0,18.37,1
952,22,82,82,2594,0.001,0.445,4.5,0.8,1.1,10.6,17.5,0.106,0,0,0.478,339,0.693,72,42,35,108,99,0,11.72,0
957,28,64,9,1298,0.805,0.134,5,0.8,0.9,6.6,12.4,0.117,0.8,0.413,0.45,41,0.805,42,19,15,23,491,0,6.14,0
958,28,81,81,2490,0.311,0.327,8.1,2.2,0.7,12.7,14.2,0.117,2.7,0.387,0.45,201,0.776,141,110,23,102,1134,0,9.38,0
959,34,38,0,392,0.459,0.165,11.9,2.4,2,12,15,0.095,0.2,0.44,0.339,18,0.5,33,19,10,16,469,0,3.03,0
967,21,81,81,2282,0.001,0.385,4.2,0.5,2.5,14.7,18.5,0.141,0.3,0,0.532,260,0.762,57,24,71,136,480,1,11.31,0
968,31,65,29,1800,0.015,0.294,12.2,2,1.8,12.2,14.6,0.144,2.1,0,0.502,135,0.681,140,69,39,72,218,1,8.4,0
975,29,20,0,180,0.609,0.152,5.5,1.1,2.2,6.7,25,0.034,-0.1,0.25,0.583,14,0.571,6,4,5,7,315,0,4.6,0
978,32,54,53,1775,0.042,0.339,25.5,2.3,1.4,15.5,27.9,0.149,1.9,0.281,0.557,258,0.733,252,79,29,161,262,0,19.04,1
979,22,70,24,2072,0.252,0.237,18.2,1.6,0.7,12.3,26.9,0.037,0,0.368,0.455,235,0.685,209,63,17,154,309,0,15.9,0
980,23,73,73,2614,0.286,0.295,29.7,1.7,1,11.6,25.8,0.093,2.4,0.333,0.417,337,0.837,447,86,32,169,955,0,17.66,0
981,23,82,82,2980,0.23,0.295,40.5,2.6,1.1,16.3,27.4,0.128,3.4,0.351,0.458,394,0.805,721,149,40,295,1111,0,19.3,1
982,31,58,16,1416,0.278,0.439,14.9,2.7,0.8,26.1,11.6,0.043,0.6,0.297,0.584,101,0.465,143,73,14,97,181,0,5.14,0
983,24,9,0,116,0.5,0.143,13.7,3.3,0,10.1,18.1,0.071,0,0.333,0.524,6,0.833,10,8,0,5,507,0,5.33,0
984,29,63,5,1193,0.434,0.263,14.4,2.6,0.5,13.9,16.6,0.13,0.7,0.366,0.492,88,0.784,107,60,8,60,238,0,6.57,0
985,34,24,0,161,0.636,0.364,22,1.6,0.4,57.1,8.1,-0.018,-0.1,0.286,0.25,4,1,28,5,1,17,300,0,0.5,0
986,27,78,13,2157,0.634,0.213,6.7,1,0.6,8.3,14.7,0.112,1,0.392,0.502,125,0.84,97,41,15,58,509,0,9.73,0
987,33,80,80,2472,0.016,0.267,16.1,1.3,2.3,11.2,21.9,0.157,2.5,0.267,0.491,251,0.789,223,61,74,133,582,0,13.98,0
988,25,46,46,1412,0.271,0.37,40.2,3.1,0.4,16.1,34.4,0.178,3,0.318,0.482,293,0.826,319,88,7,177,338,0,21.78,1
989,29,64,58,2059,0.374,0.302,32.8,2.4,0.5,15,21.8,0.125,1.6,0.366,0.5,216,0.801,392,93,13,143,658,0,14.3,0
993,24,67,2,1157,0.371,0.353,9.4,1.5,0.2,14.9,16.7,0.014,-1.1,0.296,0.486,119,0.731,72,35,3,68,891,0,6.03,0
994,27,60,7,1445,0.469,0.363,22.9,1.6,0.2,13.9,20.9,0.087,0.1,0.342,0.45,179,0.849,210,45,4,92,192,0,10.42,0
995,27,66,50,1674,0.445,0.139,7.7,1.7,1.5,8.7,16.7,0.084,0.9,0.359,0.503,73,0.781,78,54,31,53,1146,0,9.14,0
996,31,74,0,1834,0.335,0.132,26.7,1.5,0.4,17.3,20.5,0.056,0,0.369,0.441,89,0.876,321,55,10,149,697,0,9.74,0
998,27,36,13,751,0.672,0.104,5.7,1.2,2.9,9.5,12.9,0.045,0.2,0.326,0.492,20,0.7,30,19,30,21,302,0,5.61,0
999,23,58,4,684,0.008,0.566,5.6,1.1,6.1,11,12,0.128,0.4,0,0.539,73,0.712,26,15,50,20,117,1,3.28,0
1000,22,58,31,1309,0.159,0.231,23.3,1.4,0.9,11.7,16.8,0.043,-0.5,0.29,0.465,90,0.656,187,35,15,57,205,0,7.19,0
1001,34,29,1,388,0.383,0.113,7.1,3.3,1.8,11.4,20,0.032,0,0.315,0.448,16,0.625,17,24,8,19,215,0,4.79,0
1003,25,8,0,126,0.029,0.429,6.9,2.9,3.2,10.7,16.7,0.102,0.1,0,0.618,15,0.4,5,7,5,5,1218,0,6,0
1004,28,68,13,984,0.68,0.232,9.4,1.2,1.1,10.6,16.2,0.091,0.4,0.342,0.442,69,0.754,64,23,16,39,501,0,5.04,0
1005,20,72,16,1765,0.233,0.403,20.9,2.1,0.7,17.7,27.7,-0.025,-1.2,0.213,0.492,326,0.641,217,78,16,204,633,0,13.04,0
1006,28,64,9,1810,0.394,0.321,9,1.2,0.5,8.6,26.8,0.067,0,0.386,0.468,285,0.825,95,46,12,95,344,0,17.88,0
1007,25,79,78,2718,0.228,0.178,11.8,3,1.1,10.7,24.1,0.062,1.2,0.308,0.496,229,0.712,182,167,36,165,565,0,17.94,0
1008,21,82,3,1416,0.002,0.495,10.4,1.5,2.3,15,18.9,0.09,0.2,0,0.427,200,0.73,92,40,41,87,271,1,5.98,0
1009,24,70,9,1049,0.003,0.417,5.6,0.9,3,14.9,17.1,0.12,0.1,0,0.54,121,0.719,36,18,38,60,350,1,5.7,0
1010,24,68,22,1287,0.181,0.293,8.7,1.1,1.4,13.8,15.5,0.063,-0.3,0.3,0.494,97,0.784,68,27,22,60,186,0,5.85,0
1011,20,30,0,248,0.291,0.267,10.1,3.4,2.3,12.7,20.4,0.073,0.1,0.4,0.41,23,0.609,16,16,7,14,848,0,3.13,0
1012,21,70,67,1771,0.005,0.514,5.5,1.1,3.8,16.8,14.3,0.111,1.1,0,0.547,205,0.502,66,38,86,99,103,1,7.67,0
1018,23,41,9,540,0.064,0.346,8.3,1.6,2.4,15.9,8.6,0.122,0.2,0,0.548,27,0.481,28,17,16,17,270,0,2.27,0
1019,29,71,71,2512,0.074,0.256,9.2,1,1.9,7.2,30.2,0.165,1.4,0.352,0.475,362,0.845,124,48,68,122,256,0,23.39,1
1021,33,63,41,1648,0.064,0.277,8.1,4.1,1.5,14.4,16.6,0.119,2.2,0.345,0.505,126,0.627,86,129,30,86,587,0,8.56,0
1022,24,74,3,1366,0.347,0.331,6.1,2.6,3.7,11.9,15.2,0.115,1.5,0.274,0.485,118,0.712,59,70,62,55,300,0,5.57,0
1023,36,60,20,1132,0.063,0.551,6.1,1.2,4.6,13.5,12.3,0.151,0.9,0.308,0.598,114,0.667,43,26,61,40,119,1,5.33,0
1024,32,74,19,1744,0.477,0.23,7.2,1.7,0.2,11,14.2,0.075,0.6,0.348,0.53,101,0.812,83,56,5,60,1107,0,7.36,0
1025,21,33,8,358,0.124,0.157,10.9,2.1,1.5,9.5,13.4,0.044,-0.1,0.273,0.359,14,0.643,28,15,7,10,371,0,2.24,0
1026,26,61,5,1675,0.492,0.207,5.4,1,0.9,7.2,23.4,0.1,0.4,0.34,0.457,151,0.854,55,33,20,62,63,0,13.66,0
1027,20,81,71,2541,0.056,0.445,13.1,1.5,2.8,15.6,19.6,0.117,1.6,0.159,0.511,347,0.741,207,73,85,173,400,0,12.72,0
1028,30,40,40,1428,0.222,0.294,18,1.5,1,8.9,32.2,0.097,1.2,0.341,0.474,237,0.797,122,40,17,89,140,0,24.15,1
1029,32,63,3,1037,0.584,0.416,6.9,0.9,1.1,12.3,17.6,0.07,-0.2,0.301,0.455,123,0.715,49,18,14,49,311,1,5.65,0
1030,29,82,82,2930,0.61,0.157,11.1,2.6,0.5,12.7,16.5,0.108,2.9,0.35,0.485,143,0.853,209,152,17,141,369,0,12.78,0
1031,26,58,4,988,0.286,0.154,9.3,2.4,2.1,10.3,20,0.042,0.2,0.236,0.471,59,0.78,57,48,26,47,514,0,6.59,0
1037,25,63,19,830,0.599,0.099,4.3,1.1,1,11.5,12.4,0.092,0.1,0.513,0.429,19,0.684,24,17,11,26,403,0,4.06,0
1039,32,66,1,982,0.29,0.192,14.9,2,0.6,9.5,20.5,0.137,0.3,0.384,0.511,74,0.784,99,41,8,44,484,0,7.08,0
1040,30,77,10,1362,0.312,0.175,29.5,1.2,0.1,10.8,21.2,0.096,0.2,0.323,0.463,94,0.809,263,33,1,70,385,0,7.53,0
1041,29,29,22,785,0.114,0.296,11.3,0.1,2.9,9.3,26.4,0.058,-0.3,0.366,0.466,107,0.813,46,2,27,42,113,1,14.83,0
1042,22,82,82,2318,0.328,0.229,6.9,1.3,0.6,9,14.9,0.139,1.8,0.405,0.519,150,0.72,116,61,19,71,265,0,10.09,0
1043,34,76,74,2271,0.603,0.152,7.2,1.5,1.8,11.6,14.9,0.091,2.1,0.362,0.569,95,0.779,114,67,50,87,421,0,10.05,0
1044,33,16,1,143,0.103,0.308,4.9,1.4,1.1,10.1,15.1,-0.011,-0.1,0.5,0.286,12,0.5,5,4,2,5,68,1,2,0
1048,29,82,43,1929,0.047,0.313,8.6,1.1,1.3,9.6,19.5,0.132,0.7,0.281,0.515,214,0.79,104,41,32,83,511,0,10.56,0
1049,26,71,71,2380,0.515,0.163,20.5,1.7,1.2,17,14.6,0.105,3.1,0.324,0.481,98,0.857,341,78,40,132,521,0,9.35,0
1050,26,77,4,1717,0.233,0.266,21,1.8,0.6,18.8,18.6,0.066,-0.3,0.308,0.462,137,0.883,233,59,12,133,264,0,7.77,0
1051,28,70,17,1122,0.012,0.318,4.9,0.7,1.5,14.8,17.8,0.166,0.3,0.25,0.57,104,0.865,35,16,22,65,584,1,6.59,0
1052,25,75,10,1324,0.399,0.302,8.6,2,2.1,16.3,15.5,0.057,0.1,0.364,0.467,100,0.6,78,52,33,73,239,0,5.2,0
1053,21,63,59,2107,0.304,0.195,15,1.8,0.7,11.7,22.5,0.085,1.3,0.409,0.434,166,0.783,194,76,18,123,607,0,15.27,0
1054,26,24,1,505,0.16,0.123,11.5,1.6,2.2,14.2,24.2,-0.007,-0.3,0.235,0.472,26,0.769,32,15,13,37,306,0,8.83,0
1055,28,62,9,1388,0.489,0.211,10.3,1.1,0.2,10.6,18.8,0.1,0.5,0.374,0.471,99,0.848,94,31,3,61,344,0,9.16,0
1056,21,57,3,894,0.077,0.215,8.7,1.5,1.4,10,17.8,0.017,-0.6,0.304,0.431,64,0.641,48,27,16,36,162,0,5.23,0
1057,26,56,55,1727,0.607,0.113,17.2,1.7,1,12.9,16.1,0.096,1.2,0.356,0.426,60,0.75,192,59,23,83,527,0,10.14,0
1063,34,81,0,1529,0.67,0.125,26.2,1.4,0.2,23.2,13.2,0.066,0,0.352,0.417,41,0.707,288,41,5,104,168,0,4.32,0
1064,25,81,81,2800,0.26,0.422,27.9,2.3,1.2,18.1,23.7,0.119,3.3,0.324,0.491,441,0.8,493,127,45,274,312,0,17,0
1065,22,2,1,74,0.333,0.167,16.8,2.1,0,15.7,23,-0.156,-0.1,0.2,0.35,5,0.4,8,3,0,6,203,0,11,0
1066,25,78,28,1854,0.444,0.184,5.8,0.9,0.4,11.1,17.2,0.062,0.1,0.355,0.531,106,0.821,68,34,9,78,506,0,8.97,0
1068,34,72,19,935,0.548,0.161,7.1,0.5,1,4.3,12.5,0.11,0.3,0.365,0.462,37,0.811,47,10,12,11,417,0,3.67,0
1069,27,79,5,1564,0.181,0.319,9,1.5,2.1,14.3,18.1,0.11,0.9,0.345,0.518,148,0.581,83,43,41,88,575,0,7.18,0
1071,30,44,44,1556,0.226,0.311,12,1.4,1.4,10.1,28.4,0.111,0.8,0.375,0.485,232,0.772,95,41,25,95,210,1,21.09,1
1072,24,77,77,2428,0.348,0.099,8.9,1.7,0.5,9.4,21,0.049,0.2,0.352,0.47,100,0.79,135,82,15,109,343,0,13.91,0
1073,35,36,4,486,0.011,0.242,6.4,1.8,4.3,14.6,11.6,0.07,0.1,0,0.447,23,0.522,22,17,25,18,396,1,2.67,0
1077,30,82,21,1885,0.383,0.213,24.2,1.5,0.6,14.9,25,0.083,0.3,0.387,0.442,174,0.833,261,54,15,157,943,0,11.63,0
1078,22,19,5,568,0.365,0.5,11,1.1,0.3,13.4,18.8,0.033,-0.3,0.371,0.435,85,0.753,40,12,2,32,788,0,11.95,0
1079,24,29,7,549,0.23,0.156,24.9,2.6,0.9,18.7,12.9,0.025,-0.1,0.214,0.489,19,0.632,90,28,6,30,473,0,4.21,0
1080,23,47,29,781,0.305,0.271,7.4,2.1,1.2,10.3,15.3,0.031,-0.1,0.266,0.404,57,0.825,39,31,12,27,325,0,4.6,0
1081,29,5,2,89,0.368,0.211,5.2,2.4,0,16.2,13.1,-0.016,-0.1,0.429,0.333,4,0.75,3,4,0,4,934,0,4,0
1082,36,35,35,1207,0.258,0.338,29.9,2,0.5,13.5,34.9,0.006,0.7,0.293,0.401,241,0.813,197,47,7,128,344,0,22.34,1
1083,26,67,4,1286,0.367,0.208,8,1.7,0.6,10.3,16.3,0.049,-0.3,0.364,0.474,81,0.827,64,44,10,49,523,0,6.82,0
1087,22,76,43,2288,0.388,0.144,25,1.5,0.5,10.4,23.9,0.05,0.1,0.318,0.4,145,0.752,328,65,15,124,92,0,12.8,0
1088,23,27,27,899,0.227,0.43,15.2,1,0.4,12.7,20.8,0.089,0.1,0.382,0.409,129,0.822,82,17,5,52,599,0,13.85,0
1089,34,78,21,1623,0.553,0.154,7.3,1.4,0.2,10.4,12.9,0.07,0.2,0.379,0.441,61,0.902,79,43,4,49,213,0,5.9,0
1090,25,65,65,2513,0.212,0.508,14.4,2.3,1,7.7,21.6,0.214,4.2,0.378,0.484,463,0.834,212,114,36,93,802,0,20.02,1
1091,35,75,1,1505,0.455,0.13,6.5,1,1.2,8.1,17.9,0.084,0.1,0.387,0.45,67,0.791,63,29,22,48,776,0,7.73,0
1092,25,6,0,123,0.275,0.25,18.4,1.2,0,21.3,20.4,0.027,-0.1,0.636,0.379,10,0.9,14,3,0,12,333,0,8.67,0
1093,32,7,0,67,0.29,0.129,42.2,0.8,1.2,19.6,27.6,-0.132,-0.1,0,0.455,4,0.5,18,1,1,8,503,0,3.14,0
1094,25,58,0,838,0.174,0.182,26.6,3.9,0.5,18.6,17.9,0.065,0.4,0.256,0.456,45,0.533,146,63,5,61,322,0,4.19,0
1095,33,42,42,1270,0.401,0.09,25.6,1.3,0,16.9,16.1,0.033,-0.4,0.415,0.415,32,0.906,198,31,0,75,233,0,9.1,0
1096,21,82,82,2587,0.457,0.163,6.8,1.9,0.5,8.3,19.5,0.052,0.6,0.345,0.449,158,0.696,109,93,18,94,162,0,12.72,0
1101,28,70,69,2189,0.466,0.277,8.3,2.2,0.7,9.3,16.9,0.154,2.7,0.395,0.567,181,0.702,118,94,17,75,341,0,12.61,0
1102,38,66,1,1091,0.571,0.14,11.1,2.1,1.1,9.1,19.9,0.043,0.2,0.297,0.379,57,0.789,79,43,14,43,565,0,5.82,0
1106,26,67,19,1416,0.204,0.447,11.8,1.1,0.5,14.7,18.7,0.091,0.3,0.402,0.512,191,0.733,102,31,9,88,452,0,8.85,0
1107,28,80,37,2368,0.374,0.401,21,2.7,0.4,18.2,18.9,0.056,0.6,0.294,0.467,266,0.774,307,122,10,173,395,0,10.16,0
1109,27,78,75,2471,0.416,0.146,8.9,1.2,0.9,9.6,20.1,0.071,1.3,0.342,0.49,142,0.775,134,58,29,110,1351,0,13.91,0
1110,23,8,0,69,0.474,0.316,16.4,4.5,1.1,15.6,16.8,-0.021,0,0.222,0.3,6,0.5,8,6,1,4,1916,0,1.88,0
1111,27,10,0,93,0.467,0.133,5,1.7,3.5,15.9,18.5,-0.037,-0.1,0.286,0.438,4,0.25,3,3,4,6,169,0,2.7,0
1115,22,59,38,1476,0.203,0.265,23.8,1.8,0.7,12.6,23,0.078,0.6,0.314,0.482,158,0.829,206,51,12,96,504,0,11.92,0
1120,27,45,45,1565,0.293,0.335,27.2,2.2,0.7,15.1,20.9,0.116,1.4,0.373,0.514,184,0.788,252,67,14,112,346,0,16.11,0
1121,34,66,2,1101,0.237,0.257,11.6,1.6,1.8,13.8,12.8,0.097,0.6,0.267,0.466,65,0.692,90,35,25,45,693,0,4.14,0
1122,27,70,70,2225,0.314,0.282,28,2.1,0.5,13.6,23.7,0.147,2.6,0.386,0.473,249,0.859,375,89,14,156,344,0,15.81,0
1123,30,50,12,828,0.539,0.145,9.9,0.7,1,15.2,21.3,-0.008,-0.5,0.311,0.42,45,0.733,51,11,11,59,174,0,6.18,0
1124,22,15,0,159,0.29,0.261,17,1.3,0,13.5,25.6,0.067,-0.1,0.35,0.449,18,0.833,15,4,0,12,389,0,5.33,0
1125,24,59,59,2013,0.008,0.508,20.4,2.3,4,16.3,34.1,0.144,3.4,0.25,0.469,541,0.782,210,90,103,254,577,1,24.08,1
1126,24,70,49,1956,0.59,0.287,9.8,2.5,1.3,13.1,21.8,0.097,1.1,0.374,0.426,217,0.82,105,97,31,128,1569,0,13.47,0
1127,22,51,9,683,0.556,0.105,8.1,1.4,1.6,8.6,11.5,0.088,0.3,0.353,0.485,16,0.75,39,19,15,15,69,0,3.29,0
1128,34,64,4,1703,0.434,0.3,14.9,1.8,0.7,8.8,27.6,0.102,0.4,0.327,0.448,252,0.901,158,59,14,92,826,0,15.78,0
1132,27,66,27,1652,0.029,0.139,4.4,1.5,1.7,8.9,10.9,0.047,0.2,0.1,0.468,47,0.617,50,46,37,35,162,0,5.15,0
1133,23,19,0,89,0.394,0.394,16.4,1.7,0,15.3,23.2,-0.023,-0.1,0.308,0.4,13,0.538,10,3,0,7,1007,0,1.84,0
1135,26,80,80,2613,0.482,0.251,38.6,3,0.5,14.3,28.9,0.288,7.9,0.443,0.528,337,0.914,619,163,16,249,1005,0,23.75,1
1147,21,68,68,2455,0.01,0.384,11.6,2.1,6.2,6.3,27.8,0.274,5.7,0.083,0.54,461,0.805,149,100,200,95,1881,0,24.35,1
1148,29,74,0,904,0.016,0.373,6.3,2.3,1.9,11.6,16.7,0.072,-0.1,0,0.466,95,0.632,39,41,21,39,673,0,3.97,0
1149,25,59,15,845,0.006,0.395,1.6,1,4.8,21.1,13,0.099,-0.3,0,0.565,64,0.531,9,16,50,51,59,1,3.66,0
1150,24,67,13,1380,0.544,0.124,21.1,0.9,0.1,15.9,12.6,0.067,-0.2,0.407,0.307,38,0.763,204,24,2,61,237,0,4.76,0
1151,29,72,72,2421,0.28,0.319,9.9,1.4,0.8,10.7,19.5,0.106,1.5,0.355,0.513,251,0.761,139,65,22,108,118,0,13.99,0
1152,25,60,60,2100,0.089,0.438,17,1.8,0.4,10.4,28.4,0.09,0.2,0.284,0.426,434,0.832,210,73,11,137,260,0,20.07,1
1153,32,81,15,1984,0.267,0.147,17.9,0.9,0.9,15.8,18.3,0.088,1.1,0.32,0.512,93,0.774,233,36,23,126,127,0,8.74,0
1154,25,73,49,2193,0.012,0.477,10.5,1.6,4.5,16.9,15,0.108,2.5,0.167,0.51,244,0.783,146,71,126,126,286,1,9.73,0
1155,21,34,1,455,0.385,0.201,34.9,2.2,1,15.2,21.1,0.009,-0.2,0.185,0.375,34,0.912,104,19,6,33,171,0,4.26,0
1156,31,69,17,854,0.007,0.572,4.4,2.3,2.3,18.4,11.3,0.108,0.1,0,0.556,83,0.289,25,40,25,41,440,0,2.67,0
1157,28,12,0,177,0.353,0.255,20,3.3,1.7,15,17.2,0.046,0,0.278,0.424,13,0.615,24,11,4,10,60,0,4.25,0
1158,28,12,0,103,0.333,0.381,5,0.5,0,0,10.7,0.02,-0.1,0.143,0.286,8,1,4,1,0,0,315,0,1.58,0
1162,24,12,1,219,0.448,0.052,33.9,1.4,0,29.6,16.8,-0.087,-0.5,0.154,0.5,3,0.667,45,6,0,25,137,0,3.83,0
1163,21,82,82,2502,0.002,0.38,3.9,1.5,4.8,9.7,22,0.147,1.2,0,0.515,365,0.389,55,73,153,120,293,1,13.78,1
1164,29,72,22,1717,0.454,0.158,11.5,2.1,0.5,12.1,13.5,0.116,1.1,0.385,0.537,67,0.716,130,72,11,62,451,0,7.19,0
1165,38,77,77,2227,0.009,0.38,16.8,1.4,5.1,12.1,22.2,0.207,4.2,0.286,0.514,311,0.74,230,63,151,131,244,1,13.9,0
1166,34,63,63,1838,0.547,0.181,9.7,1.1,0.8,10.4,14.2,0.108,1.1,0.407,0.468,87,0.805,114,39,21,60,273,0,9.44,0
1167,26,27,27,913,0.34,0.366,22.2,1.3,2.2,12,29.1,0.252,1.9,0.403,0.565,171,0.854,110,24,25,74,133,0,25.41,1
1168,23,39,7,647,0.393,0.224,9.1,2,1.5,14.5,19.6,-0.03,-0.5,0.262,0.415,48,0.75,36,24,12,40,161,0,5.38,0
1169,27,65,36,1675,0.394,0.104,10.2,1,0.1,7.2,18.5,0.034,-0.4,0.37,0.439,64,0.813,105,33,2,50,156,0,10,0
1170,29,80,80,2699,0.21,0.224,20.5,2.8,0.8,11.7,27.9,0.065,1.3,0.285,0.487,303,0.752,329,148,25,198,348,0,18.91,0
1171,24,62,3,1051,0.385,0.381,7.2,1.3,1.4,11.9,14.6,0.088,0.1,0.326,0.461,94,0.84,48,25,17,39,186,0,5.03,0
1175,27,38,0,266,0.086,0.5,7.9,2.2,3.6,6.6,13.1,0.241,0.4,0.4,0.566,29,0.828,13,11,12,5,703,0,2.37,0
1176,34,47,7,764,0.015,0.708,6.1,1.4,0.5,20,13,0.074,-0.1,0,0.43,97,0.619,32,22,5,45,196,0,3.74,0
1177,25,79,76,2690,0.195,0.25,32.7,2,1,16,26.1,0.082,2.6,0.304,0.482,291,0.694,521,100,37,246,441,0,16.62,0
